Outcome,GEOID,State,Name,ProjectType,ProjectDescription,ProjectAmount,PDMProgramFY,DisasterCount,POVERTY_RATE,PCT_WHITE,PCT_BLACK,PCT_NATIVE,PCT_ASIAN,PCT_TWO_OR_MORE,PCT_HISPANIC
No_Grant,42105,PA,"Potter County, Pennsylvania",NA,NA,NA,NA,4,10.3,97.3,0.4,0.2,0.3,1.6,1.2
No_Grant,42109,PA,"Snyder County, Pennsylvania",NA,NA,NA,NA,3,8.6,96.6,0.9,0.1,0.7,1.2,2.2
No_Grant,42113,PA,"Sullivan County, Pennsylvania",NA,NA,NA,NA,11,6.5,94,2.6,0.5,0.5,1.8,1.8
No_Grant,42119,PA,"Union County, Pennsylvania",NA,NA,NA,NA,3,8.2,87.4,6.6,0.5,1.7,1.8,5.7
No_Grant,42123,PA,"Warren County, Pennsylvania",NA,NA,NA,NA,3,9.5,97.9,0.5,0.1,0.5,0.9,1
No_Grant,44000,RI,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
No_Grant,45000,SC,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
No_Grant,45001,SC,"Abbeville County, South Carolina",NA,NA,NA,NA,3,16.3,69.7,27.6,0.1,0.3,2,1.3
No_Grant,45003,SC,"Aiken County, South Carolina",NA,NA,NA,NA,5,13.6,70.6,24.7,0.2,1,2.3,5.5
No_Grant,45005,SC,"Allendale County, South Carolina",NA,NA,NA,NA,6,23.3,25.1,73.8,0.5,0,0.5,3.1
No_Grant,45007,SC,"Anderson County, South Carolina",NA,NA,NA,NA,3,12.2,79.9,16.2,0.2,0.9,1.9,3.5
No_Grant,45009,SC,"Bamberg County, South Carolina",NA,NA,NA,NA,6,16.5,36,61.5,0.3,0.4,0.3,1.9
No_Grant,45011,SC,"Barnwell County, South Carolina",NA,NA,NA,NA,5,22.5,51.7,45.4,0.3,0.5,0.9,2.3
No_Grant,45015,SC,"Berkeley County, South Carolina",NA,NA,NA,NA,9,9.5,67.1,24.1,0.4,2.3,3.2,6.3
No_Grant,45017,SC,"Calhoun County, South Carolina",NA,NA,NA,NA,8,12.4,54.9,41.7,0.5,0,0.8,3.6
No_Grant,45021,SC,"Cherokee County, South Carolina",NA,NA,NA,NA,6,16.3,74.9,19.9,0.2,0.6,2.3,4.1
No_Grant,45025,SC,"Chesterfield County, South Carolina",NA,NA,NA,NA,7,19.9,63.1,32.2,0.4,0.5,2.3,4.2
No_Grant,45027,SC,"Clarendon County, South Carolina",NA,NA,NA,NA,8,18.5,49.2,48.6,0.1,0.3,1.1,3
No_Grant,45029,SC,"Colleton County, South Carolina",NA,NA,NA,NA,7,18.4,57,38.1,0.7,0,0.9,3.1
No_Grant,45031,SC,"Darlington County, South Carolina",NA,NA,NA,NA,7,17.8,56.6,40.7,0.3,0.4,1.7,1.9
No_Grant,45033,SC,"Dillon County, South Carolina",NA,NA,NA,NA,9,26.3,47.5,47.3,2.3,0.3,2.4,2.7
No_Grant,45039,SC,"Fairfield County, South Carolina",NA,NA,NA,NA,5,14.5,39,55.1,0.3,0.3,5.1,2
No_Grant,45041,SC,"Florence County, South Carolina",NA,NA,NA,NA,8,15,54.3,42.4,0.2,1.3,1.3,2.5
No_Grant,45047,SC,"Greenwood County, South Carolina",NA,NA,NA,NA,3,18.7,64,31.6,0,0.9,2,5.8
No_Grant,45055,SC,"Kershaw County, South Carolina",NA,NA,NA,NA,6,12,71.6,24.2,0.2,0.5,2.4,4.1
No_Grant,45059,SC,"Laurens County, South Carolina",NA,NA,NA,NA,5,16.4,70,25.1,0.1,0.3,2.2,4.5
No_Grant,45061,SC,"Lee County, South Carolina",NA,NA,NA,NA,6,18.3,33,64.4,0.4,0,2,2.3
No_Grant,45063,SC,"Lexington County, South Carolina",NA,NA,NA,NA,6,9.4,79.7,14.5,0.3,1.7,2.3,5.8
No_Grant,45071,SC,"Newberry County, South Carolina",NA,NA,NA,NA,5,15.2,62.6,31.6,0.3,0.2,1.1,7.3
No_Grant,45087,SC,"Union County, South Carolina",NA,NA,NA,NA,4,17.5,65.8,30.9,0.1,0,2.7,1.4
No_Grant,46000,SD,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
No_Grant,46021,SD,"Campbell County, South Dakota",NA,NA,NA,NA,5,2.3,97.4,0,1,0,1.6,0.1
No_Grant,46027,SD,"Clay County, South Dakota",NA,NA,NA,NA,7,11,89.7,1.6,2.9,2.5,2.7,2.7
No_Grant,46031,SD,"Corson County, South Dakota",NA,NA,NA,NA,8,36.9,29.4,0.5,67.7,0.2,1.8,0.7
No_Grant,46039,SD,"Deuel County, South Dakota",NA,NA,NA,NA,9,5,99.6,0,0.1,0,0.4,2.8
No_Grant,46041,SD,"Dewey County, South Dakota",NA,NA,NA,NA,9,25.7,20.4,0.1,77.7,0.1,1.6,1.3
No_Grant,46055,SD,"Haakon County, South Dakota",NA,NA,NA,NA,7,13.3,89.3,0,7.7,0,3,0.5
No_Grant,46059,SD,"Hand County, South Dakota",NA,NA,NA,NA,7,5.9,98.6,0,0,0.2,1.1,0.7
No_Grant,46065,SD,"Hughes County, South Dakota",NA,NA,NA,NA,6,5.9,83.9,0.5,11.2,0.4,3.6,2.9
No_Grant,46069,SD,"Hyde County, South Dakota",NA,NA,NA,NA,5,7.7,86.1,0,9.5,0,4.2,0.8
No_Grant,46079,SD,"Lake County, South Dakota",NA,NA,NA,NA,6,7.4,95.6,0.7,0,1.9,1.6,2.3
No_Grant,46083,SD,"Lincoln County, South Dakota",NA,NA,NA,NA,6,1.5,94.9,1.1,0.5,1.1,2,1.9
No_Grant,46093,SD,"Meade County, South Dakota",NA,NA,NA,NA,8,6.3,90.8,1.9,2.6,1.2,2.9,4.1
No_Grant,46111,SD,"Sanborn County, South Dakota",NA,NA,NA,NA,9,5.2,98,0,0.7,0.6,0.5,3
No_Grant,46113,SD,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
No_Grant,46119,SD,"Sully County, South Dakota",NA,NA,NA,NA,6,1,95.5,0,1.8,0,2.7,0.9
No_Grant,46129,SD,"Walworth County, South Dakota",NA,NA,NA,NA,3,3.7,80.3,0.5,12.3,2,3.3,2
No_Grant,47001,TN,"Anderson County, Tennessee",NA,NA,NA,NA,9,13,91.5,3.4,0.1,1.4,2.7,2.7
No_Grant,47003,TN,"Bedford County, Tennessee",NA,NA,NA,NA,5,13,84.1,6.8,0.1,0.4,3.6,11.8
No_Grant,47005,TN,"Benton County, Tennessee",NA,NA,NA,NA,8,14.2,95.1,3.4,0.3,0.1,0.9,2.2
No_Grant,47007,TN,"Bledsoe County, Tennessee",NA,NA,NA,NA,8,14.3,90.8,4,1.2,0.3,3.1,2.1
No_Grant,47009,TN,"Blount County, Tennessee",NA,NA,NA,NA,6,9,94.2,2.6,0.3,0.7,2,3.1
No_Grant,47011,TN,"Bradley County, Tennessee",NA,NA,NA,NA,3,13.5,91.3,5,0.1,1.1,1.5,5.8
No_Grant,47013,TN,"Campbell County, Tennessee",NA,NA,NA,NA,7,15.8,97.7,0.5,0.3,0.4,0.9,1.2
No_Grant,47015,TN,"Cannon County, Tennessee",NA,NA,NA,NA,5,13.3,96.1,1.5,0.5,0.1,1.6,2
No_Grant,47017,TN,"Carroll County, Tennessee",NA,NA,NA,NA,8,14.1,86.7,9.9,0.4,0.3,2.3,2.4
No_Grant,47019,TN,"Carter County, Tennessee",NA,NA,NA,NA,4,18.6,96.7,1.4,0.3,0.4,1.2,1.7
No_Grant,47021,TN,"Cheatham County, Tennessee",NA,NA,NA,NA,6,8,95.1,1.3,0.2,0.6,1.7,2.7
No_Grant,47023,TN,"Chester County, Tennessee",NA,NA,NA,NA,5,13.2,86.5,9.7,0,0.5,1.4,2.4
No_Grant,47025,TN,"Claiborne County, Tennessee",NA,NA,NA,NA,7,17.8,96.6,1,0.2,0.6,1.4,1.2
No_Grant,47027,TN,"Clay County, Tennessee",NA,NA,NA,NA,7,19.8,96.3,2.1,0.7,0.5,0.3,1.6
No_Grant,47029,TN,"Cocke County, Tennessee",NA,NA,NA,NA,8,21.3,94.9,2.1,0.6,0,2.2,2.2
No_Grant,47031,TN,"Coffee County, Tennessee",NA,NA,NA,NA,4,11.6,91,2.2,0.5,0.9,3.6,4.1
No_Grant,47033,TN,"Crockett County, Tennessee",NA,NA,NA,NA,5,11.9,79.6,13.2,0.2,0.2,2.2,10.1
No_Grant,47035,TN,"Cumberland County, Tennessee",NA,NA,NA,NA,9,11.5,97,0.7,0.6,0.6,1,2.8
No_Grant,47037,TN,"Davidson County, Tennessee",NA,NA,NA,NA,6,12.6,63.6,27.4,0.3,3.5,2.5,10.1
No_Grant,47039,TN,"Decatur County, Tennessee",NA,NA,NA,NA,8,17.1,94.5,2.9,0,0.3,2.2,3.2
No_Grant,47041,TN,"DeKalb County, Tennessee",NA,NA,NA,NA,6,15.1,94.1,1.4,0.2,0.6,1.6,7.6
No_Grant,47043,TN,"Dickson County, Tennessee",NA,NA,NA,NA,7,10.9,92.6,4,0.4,0.4,2.2,3.3
No_Grant,47045,TN,"Dyer County, Tennessee",NA,NA,NA,NA,6,14,82.4,13.6,0.4,0.7,2.1,3.3
No_Grant,47047,TN,"Fayette County, Tennessee",NA,NA,NA,NA,9,9.9,70,27.7,0.3,0.7,0.5,2.5
No_Grant,47049,TN,"Fentress County, Tennessee",NA,NA,NA,NA,8,18.3,97.8,0.2,0.1,0.4,1.1,1.4
No_Grant,47051,TN,"Franklin County, Tennessee",NA,NA,NA,NA,2,10.6,90.2,4.9,0.2,0.6,2.7,3.2
No_Grant,47053,TN,"Gibson County, Tennessee",NA,NA,NA,NA,8,13.5,78.3,17.8,0.5,0.4,2.4,2.6
No_Grant,47057,TN,"Grainger County, Tennessee",NA,NA,NA,NA,6,13.9,97.9,0.4,0.3,0.3,1.1,3
No_Grant,47059,TN,"Greene County, Tennessee",NA,NA,NA,NA,4,13,94.7,2.4,0.3,0.4,1.5,2.7
No_Grant,47061,TN,"Grundy County, Tennessee",NA,NA,NA,NA,3,23,82.3,0.5,0.1,0.2,16.7,1.2
No_Grant,47063,TN,"Hamblen County, Tennessee",NA,NA,NA,NA,2,15.9,87.9,4,0.2,1,2.7,11.5
No_Grant,47065,TN,"Hamilton County, Tennessee",NA,NA,NA,NA,6,9.9,75.4,19.5,0.2,2,1.9,5.3
No_Grant,47067,TN,"Hancock County, Tennessee",NA,NA,NA,NA,4,20.8,98,0.5,0.7,0.3,0.5,0.9
No_Grant,47069,TN,"Hardeman County, Tennessee",NA,NA,NA,NA,4,15.1,56,41.5,0.3,0.7,1.2,1.7
No_Grant,47071,TN,"Hardin County, Tennessee",NA,NA,NA,NA,9,15,94.2,3.7,0.1,1,0.8,2.3
No_Grant,47073,TN,"Hawkins County, Tennessee",NA,NA,NA,NA,3,15.9,96.1,1.3,0.2,0.5,1.4,1.4
No_Grant,47075,TN,"Haywood County, Tennessee",NA,NA,NA,NA,8,13.8,45.5,50,0,0.1,1.2,4.3
No_Grant,47077,TN,"Henderson County, Tennessee",NA,NA,NA,NA,7,15.1,89.5,8,0,0.2,1.9,2.2
No_Grant,47079,TN,"Henry County, Tennessee",NA,NA,NA,NA,7,14.2,89.4,9,0.2,0.1,1.1,2.3
No_Grant,47081,TN,"Hickman County, Tennessee",NA,NA,NA,NA,8,15.2,92.2,5,0.2,0.2,1.9,2.3
No_Grant,47083,TN,"Houston County, Tennessee",NA,NA,NA,NA,11,10.5,93,4,0.5,0.3,2.1,0.8
No_Grant,47085,TN,"Humphreys County, Tennessee",NA,NA,NA,NA,8,12.9,94.4,3.8,0.4,0.2,1,2.3
No_Grant,47087,TN,"Jackson County, Tennessee",NA,NA,NA,NA,13,16.5,96.8,0.6,0,0,1.9,1.9
No_Grant,47089,TN,"Jefferson County, Tennessee",NA,NA,NA,NA,6,9.3,95.5,1.8,0.2,0.6,1.5,3.5
No_Grant,47091,TN,"Johnson County, Tennessee",NA,NA,NA,NA,5,18.7,93.1,3.8,0.5,0.4,1.3,1.9
No_Grant,47095,TN,"Lake County, Tennessee",NA,NA,NA,NA,7,23.4,68.1,29.4,0.1,0.2,1.3,2.2
No_Grant,47097,TN,"Lauderdale County, Tennessee",NA,NA,NA,NA,6,19.7,62.2,33.7,0.6,0.4,2.2,2.4
No_Grant,47099,TN,"Lawrence County, Tennessee",NA,NA,NA,NA,7,13.4,95.2,1.9,0.2,0.4,1.3,2
No_Grant,47101,TN,"Lewis County, Tennessee",NA,NA,NA,NA,8,16.1,95.2,1.2,0,2.7,0.4,2.2
No_Grant,47103,TN,"Lincoln County, Tennessee",NA,NA,NA,NA,5,14.2,89.8,6.9,0.2,0.5,2.4,3.2
No_Grant,47105,TN,"Loudon County, Tennessee",NA,NA,NA,NA,8,9.1,95.1,1.3,0.1,0.6,1.6,8.2
No_Grant,47107,TN,"McMinn County, Tennessee",NA,NA,NA,NA,5,16.1,92.5,3.6,0.2,0.6,2.3,3.7
No_Grant,47109,TN,"McNairy County, Tennessee",NA,NA,NA,NA,7,15.1,91.9,5.7,0.2,0.1,1.9,2
No_Grant,47111,TN,"Macon County, Tennessee",NA,NA,NA,NA,5,14.9,96,0.4,0.4,0.3,2,5.1
No_Grant,47115,TN,"Marion County, Tennessee",NA,NA,NA,NA,6,14,93.4,1.9,0.3,0.4,3.9,1.7
No_Grant,47117,TN,"Marshall County, Tennessee",NA,NA,NA,NA,7,10.2,89.7,7.6,0,0.4,1.3,4.9
No_Grant,47119,TN,"Maury County, Tennessee",NA,NA,NA,NA,5,10.2,84,11.6,0.4,0.9,1.9,5.4
No_Grant,47121,TN,"Meigs County, Tennessee",NA,NA,NA,NA,6,13.7,96,1.4,0.3,0.2,2.2,1.5
No_Grant,47123,TN,"Monroe County, Tennessee",NA,NA,NA,NA,4,15.5,94.5,2,0.9,0.4,1.6,4.2
No_Grant,47127,TN,"Moore County, Tennessee",NA,NA,NA,NA,5,6.6,93.5,1.7,1.6,2,1.2,0.2
No_Grant,47129,TN,"Morgan County, Tennessee",NA,NA,NA,NA,6,16.6,94.2,5,0.1,0,0.4,1.2
No_Grant,47131,TN,"Obion County, Tennessee",NA,NA,NA,NA,7,18.4,85.2,10.3,0.3,0.3,2.1,4
No_Grant,47133,TN,"Overton County, Tennessee",NA,NA,NA,NA,6,13.2,97.6,0.7,0.1,0.3,1.1,1.3
No_Grant,47135,TN,"Perry County, Tennessee",NA,NA,NA,NA,7,21.9,94.3,3.3,0.3,0.3,1.7,2.3
No_Grant,47137,TN,"Pickett County, Tennessee",NA,NA,NA,NA,6,17.1,97.6,0.8,0,0,1.6,0.9
No_Grant,47139,TN,"Polk County, Tennessee",NA,NA,NA,NA,4,13.6,96.6,0.3,0.3,0.2,1.9,1.9
No_Grant,47141,TN,"Putnam County, Tennessee",NA,NA,NA,NA,4,15.4,94,2.3,0.3,1.3,1.6,6
No_Grant,47143,TN,"Rhea County, Tennessee",NA,NA,NA,NA,7,18,94.7,2.2,0.3,0.4,1.9,4.6
No_Grant,47147,TN,"Robertson County, Tennessee",NA,NA,NA,NA,3,8.9,88.3,7.2,0.4,0.5,1.8,6.4
No_Grant,47151,TN,"Scott County, Tennessee",NA,NA,NA,NA,7,20.7,98.1,0.5,0.4,0,0.8,0.8
No_Grant,47155,TN,"Sevier County, Tennessee",NA,NA,NA,NA,6,10.6,94.3,0.7,0.3,0.8,2,5.7
No_Grant,47159,TN,"Smith County, Tennessee",NA,NA,NA,NA,6,11.5,94.9,2.2,0.6,0.1,1.5,2.5
No_Grant,47161,TN,"Stewart County, Tennessee",NA,NA,NA,NA,6,13.7,93.6,1.1,0.5,0.9,2.9,2.6
No_Grant,47163,TN,"Sullivan County, Tennessee",NA,NA,NA,NA,1,12.3,94.6,1.9,0.1,0.6,2,1.8
No_Grant,47165,TN,"Sumner County, Tennessee",NA,NA,NA,NA,6,7.4,88.4,6.9,0.3,1.3,1.9,4.5
No_Grant,47167,TN,"Tipton County, Tennessee",NA,NA,NA,NA,8,12.6,78,18,0.5,0.8,2.1,2.7
No_Grant,47169,TN,"Trousdale County, Tennessee",NA,NA,NA,NA,3,5.9,86,11.4,0.1,0.3,2.2,1.1
No_Grant,47171,TN,"Unicoi County, Tennessee",NA,NA,NA,NA,3,15.4,97.4,0.5,0.1,0.5,0.9,4.4
No_Grant,47173,TN,"Union County, Tennessee",NA,NA,NA,NA,4,18,97.8,0.4,0,0.1,1.3,1.5
No_Grant,47175,TN,"Van Buren County, Tennessee",NA,NA,NA,NA,5,11.4,97.2,0.3,0,0,2.5,0.9
No_Grant,47177,TN,"Warren County, Tennessee",NA,NA,NA,NA,6,16.3,92.1,1.3,0.2,0.6,3.5,8.7
No_Grant,47183,TN,"Weakley County, Tennessee",NA,NA,NA,NA,7,13.7,88.3,8.7,0.2,0.1,1.7,2.3
No_Grant,47185,TN,"White County, Tennessee",NA,NA,NA,NA,2,13.4,96.1,1.6,0,0,2.1,2.3
No_Grant,47187,TN,"Williamson County, Tennessee",NA,NA,NA,NA,3,3.1,89.5,4.2,0.2,4,1.6,4.7
No_Grant,48000,TX,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
No_Grant,48001,TX,"Anderson County, Texas",NA,NA,NA,NA,8,11.9,73.3,20.9,0.5,0.5,1.6,17.3
No_Grant,48003,TX,"Andrews County, Texas",NA,NA,NA,NA,3,10.8,91.8,2.1,0.1,0.2,1.9,55.4
No_Grant,48005,TX,"Angelina County, Texas",NA,NA,NA,NA,6,15,78.1,14.8,0.5,1.1,1.8,21.5
No_Grant,48007,TX,"Aransas County, Texas",NA,NA,NA,NA,7,12,87.8,1.6,0.4,2,4.7,27
No_Grant,48009,TX,"Archer County, Texas",NA,NA,NA,NA,6,4.4,94.5,1.2,0.4,0.4,2.4,8.3
No_Grant,48011,TX,"Armstrong County, Texas",NA,NA,NA,NA,4,5.9,94.4,2,1.3,0,1.2,10
No_Grant,48013,TX,"Atascosa County, Texas",NA,NA,NA,NA,7,11.8,92.3,0.7,0.3,0.4,3.5,63.5
No_Grant,48017,TX,"Bailey County, Texas",NA,NA,NA,NA,5,18.1,85.7,1.6,0.1,0.9,0.1,62.7
No_Grant,48019,TX,"Bandera County, Texas",NA,NA,NA,NA,4,10.6,92.3,1,1.1,0.2,4.7,18
No_Grant,48021,TX,"Bastrop County, Texas",NA,NA,NA,NA,9,9.7,75.9,8.1,0.6,0.9,1.9,36
No_Grant,48023,TX,"Baylor County, Texas",NA,NA,NA,NA,6,10,91.5,3.4,0,0,3.1,10.1
No_Grant,48025,TX,"Bee County, Texas",NA,NA,NA,NA,6,17.2,87.4,8.5,0.5,0.5,1.3,58.2
No_Grant,48027,TX,"Bell County, Texas",NA,NA,NA,NA,3,11.3,64.1,22.7,0.8,2.9,5.1,24
No_Grant,48029,TX,"Bexar County, Texas",NA,NA,NA,NA,6,12.9,79.4,7.5,0.6,2.7,3.1,59.8
No_Grant,48031,TX,"Blanco County, Texas",NA,NA,NA,NA,5,6.9,91.9,0.7,0.9,0.6,3.4,19.1
No_Grant,48033,TX,"Borden County, Texas",NA,NA,NA,NA,4,1.7,100,0,0,0,0,7.6
No_Grant,48035,TX,"Bosque County, Texas",NA,NA,NA,NA,8,12.3,94.3,1.4,0.4,0.3,2.1,17.6
No_Grant,48041,TX,"Brazos County, Texas",NA,NA,NA,NA,4,14.3,74.8,10.4,0.4,6,3.1,25.1
No_Grant,48043,TX,"Brewster County, Texas",NA,NA,NA,NA,3,8.4,92.1,0.1,1.9,1.6,2.1,44.2
No_Grant,48045,TX,"Briscoe County, Texas",NA,NA,NA,NA,5,10.1,90.6,1.7,0,0,5.9,32.2
No_Grant,48049,TX,"Brown County, Texas",NA,NA,NA,NA,8,12.8,91.7,4,0.3,0.7,1.7,21.5
No_Grant,48051,TX,"Burleson County, Texas",NA,NA,NA,NA,6,10.7,79.1,12.5,0.2,0.3,2.2,20.1
No_Grant,48053,TX,"Burnet County, Texas",NA,NA,NA,NA,6,8.1,94,1.5,0.6,0.7,1.4,21.9
No_Grant,48055,TX,"Caldwell County, Texas",NA,NA,NA,NA,9,12.2,77.8,6.6,0.9,1,2,50.7
No_Grant,48057,TX,"Calhoun County, Texas",NA,NA,NA,NA,8,10,86.6,2.7,0.1,5.1,3.9,48.1
No_Grant,48059,TX,"Callahan County, Texas",NA,NA,NA,NA,9,10.5,94.6,1.5,0.1,0.2,2.6,9.1
No_Grant,48063,TX,"Camp County, Texas",NA,NA,NA,NA,3,12.2,71.7,16.9,0.4,0.3,2.1,23.9
No_Grant,48065,TX,"Carson County, Texas",NA,NA,NA,NA,4,4.2,95.3,0.6,0.4,0.5,2.5,9.7
No_Grant,48067,TX,"Cass County, Texas",NA,NA,NA,NA,10,13.5,78.4,17.2,0.1,0.4,1.9,4.3
No_Grant,48069,TX,"Castro County, Texas",NA,NA,NA,NA,4,10.2,92.6,0.7,0.2,1.2,1.9,63.9
No_Grant,48071,TX,"Chambers County, Texas",NA,NA,NA,NA,6,9,87.4,8,0.1,1.3,1.3,21.4
No_Grant,48073,TX,"Cherokee County, Texas",NA,NA,NA,NA,9,15.2,81.2,13.7,0.6,0.6,2.4,22.5
No_Grant,48075,TX,"Childress County, Texas",NA,NA,NA,NA,4,17.9,82.4,7.2,1,2.3,1.6,21.7
No_Grant,48077,TX,"Clay County, Texas",NA,NA,NA,NA,5,13.7,94.5,0.6,1.3,0.3,2.2,5.7
No_Grant,48079,TX,"Cochran County, Texas",NA,NA,NA,NA,4,21.2,89.2,2.8,0.2,0,4.4,57
No_Grant,48081,TX,"Coke County, Texas",NA,NA,NA,NA,3,9.1,89.6,0.6,0.6,0.2,0.7,21.1
No_Grant,48083,TX,"Coleman County, Texas",NA,NA,NA,NA,6,14,92.2,2.7,0.8,0.8,1.7,17.4
No_Grant,48085,TX,"Collin County, Texas",NA,NA,NA,NA,3,5.1,71.1,9.3,0.4,13.6,3.2,15.1
No_Grant,48087,TX,"Collingsworth County, Texas",NA,NA,NA,NA,4,12.1,76.4,3.7,4.6,0.1,2.8,31.3
No_Grant,48089,TX,"Colorado County, Texas",NA,NA,NA,NA,6,8.7,75,13.1,0.2,0.1,1.2,28.9
No_Grant,48091,TX,"Comal County, Texas",NA,NA,NA,NA,6,6.5,90.6,2,0.2,1.1,2.1,26.8
No_Grant,48093,TX,"Comanche County, Texas",NA,NA,NA,NA,6,13.5,95.2,1.2,0.5,0.6,0.9,27.3
No_Grant,48095,TX,"Concho County, Texas",NA,NA,NA,NA,3,8.3,97.3,0.8,0.2,1,0.4,53
No_Grant,48097,TX,"Cooke County, Texas",NA,NA,NA,NA,5,10.6,91.7,2.5,0.7,0.9,2.8,17.3
No_Grant,48099,TX,"Coryell County, Texas",NA,NA,NA,NA,8,10.5,72.2,14.4,0.8,1.9,8,17.8
No_Grant,48101,TX,"Cottle County, Texas",NA,NA,NA,NA,6,20.8,80.2,10.2,0.3,0,1.9,32.7
No_Grant,48103,TX,"Crane County, Texas",NA,NA,NA,NA,3,11.2,51,4.4,0.1,0,1.3,62.8
No_Grant,48105,TX,"Crockett County, Texas",NA,NA,NA,NA,4,17.2,40.3,0.9,0,0,0,66.1
No_Grant,48109,TX,"Culberson County, Texas",NA,NA,NA,NA,3,24.5,83.5,0.4,0,0.3,1.3,80.7
No_Grant,48111,TX,"Dallam County, Texas",NA,NA,NA,NA,2,10,90.9,1.8,1.3,0.9,3.1,43.8
No_Grant,48115,TX,"Dawson County, Texas",NA,NA,NA,NA,5,15.5,78.2,6,1.9,0.9,2.4,56.4
No_Grant,48117,TX,"Deaf Smith County, Texas",NA,NA,NA,NA,5,14.9,87.3,1.2,0.6,0.5,4.3,71.6
No_Grant,48119,TX,"Delta County, Texas",NA,NA,NA,NA,6,15.3,86.2,7.9,0.2,0.7,4,6.9
No_Grant,48121,TX,"Denton County, Texas",NA,NA,NA,NA,5,5.5,75.9,9.3,0.4,7.8,3.4,19.1
No_Grant,48123,TX,"DeWitt County, Texas",NA,NA,NA,NA,6,12.6,67.8,9.3,0.7,0,2.3,34.5
No_Grant,48125,TX,"Dickens County, Texas",NA,NA,NA,NA,5,14.2,89.9,3.1,1,0.1,2.2,27.6
No_Grant,48127,TX,"Dimmit County, Texas",NA,NA,NA,NA,4,23.3,93.7,0.1,0,0.2,0,86.5
No_Grant,48129,TX,"Donley County, Texas",NA,NA,NA,NA,4,11.9,91.8,3.8,0.7,0.5,2.9,10.6
No_Grant,48131,TX,"Duval County, Texas",NA,NA,NA,NA,5,22.8,86.1,1.4,0.3,0.3,0.3,89.3
No_Grant,48135,TX,"Ector County, Texas",NA,NA,NA,NA,2,9.5,82.3,4.4,0.5,1.1,3,58.7
No_Grant,48137,TX,"Edwards County, Texas",NA,NA,NA,NA,6,5,98.9,0,0,0,0,56.9
No_Grant,48139,TX,"Ellis County, Texas",NA,NA,NA,NA,5,8.2,81.4,9.3,1.1,0.7,3.5,25.5
No_Grant,48141,TX,"El Paso County, Texas",NA,NA,NA,NA,3,18.6,81.1,3.4,0.7,1.1,2.3,82.2
No_Grant,48143,TX,"Erath County, Texas",NA,NA,NA,NA,7,12.3,91.6,1.7,1,0.8,2.5,20.6
No_Grant,48147,TX,"Fannin County, Texas",NA,NA,NA,NA,6,10.2,87.6,6.5,0.5,0.7,2.8,10.6
No_Grant,48149,TX,"Fayette County, Texas",NA,NA,NA,NA,7,5,90.4,6,0.1,0.7,1.1,20.4
No_Grant,48151,TX,"Fisher County, Texas",NA,NA,NA,NA,5,10.6,91,2.9,0.7,0.5,1.9,29.8
No_Grant,48153,TX,"Floyd County, Texas",NA,NA,NA,NA,5,14.2,94,2.7,0.2,0.3,1.5,57.8
No_Grant,48155,TX,"Foard County, Texas",NA,NA,NA,NA,6,4.4,84.2,2.2,0,0,6,21.6
No_Grant,48157,TX,"Fort Bend County, Texas",NA,NA,NA,NA,9,6.4,52.3,20.6,0.3,19.3,2.5,24.2
No_Grant,48159,TX,"Franklin County, Texas",NA,NA,NA,NA,7,10,88.6,4.6,0.5,0,2.4,13.9
No_Grant,48161,TX,"Freestone County, Texas",NA,NA,NA,NA,3,13.6,80.9,16.2,0.2,0.5,1.2,14.7
No_Grant,48165,TX,"Gaines County, Texas",NA,NA,NA,NA,4,9.2,93.6,2.4,0.2,0.5,0.6,40.6
No_Grant,48169,TX,"Garza County, Texas",NA,NA,NA,NA,6,9.7,84.8,4.6,0.3,0.6,1.9,54
No_Grant,48171,TX,"Gillespie County, Texas",NA,NA,NA,NA,4,9.4,92.6,0.1,2.4,0.1,3.5,22.5
No_Grant,48173,TX,"Glasscock County, Texas",NA,NA,NA,NA,3,10.1,77.2,0,0,0,0,40.6
No_Grant,48175,TX,"Goliad County, Texas",NA,NA,NA,NA,5,11.2,75,5.4,0,0.2,0.3,35.6
No_Grant,48177,TX,"Gonzales County, Texas",NA,NA,NA,NA,7,13.5,56.4,6.8,0.2,0.2,2.1,50.1
No_Grant,48179,TX,"Gray County, Texas",NA,NA,NA,NA,3,12.3,85,4.5,1.7,0.7,2.5,27.9
No_Grant,48181,TX,"Grayson County, Texas",NA,NA,NA,NA,6,10.8,87,5.6,1.3,1.3,3,12.7
No_Grant,48183,TX,"Gregg County, Texas",NA,NA,NA,NA,6,14.2,74.4,20.3,0.3,1.4,2.2,18.2
No_Grant,48185,TX,"Grimes County, Texas",NA,NA,NA,NA,10,13.9,77.1,15.8,1.2,0.1,2.4,23.6
No_Grant,48189,TX,"Hale County, Texas",NA,NA,NA,NA,2,15,85.7,4.9,0.6,0.2,4.7,58.8
No_Grant,48191,TX,"Hall County, Texas",NA,NA,NA,NA,8,19.2,78.4,7.8,0.3,0.5,3.7,34.2
